State,District,Year,ReportingYear,Season,Crop,Area,Production,ReportedYieldTonnesPerHectare,CropDataSource
Tamil Nadu,Perambalur,2018,2018 - 2019,Whole Year,All Crops,2613.0,10880.0,4.16,"DES Area, Production & Yield Query Report"
Tamil Nadu,Perambalur,2019,2019 - 2020,Whole Year,All Crops,6162.0,26988.0,4.38,"DES Area, Production & Yield Query Report"
Tamil Nadu,Perambalur,2020,2020 - 2021,Whole Year,All Crops,7120.0,25505.0,3.58,"DES Area, Production & Yield Query Report"
Tamil Nadu,Perambalur,2021,2021 - 2022,Whole Year,All Crops,8925.0,35888.0,4.02,"DES Area, Production & Yield Query Report"
Tamil Nadu,Perambalur,2022,2022 - 2023,Whole Year,All Crops,7522.0,30178.0,4.01,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2013,2013 - 2014,Whole Year,All Crops,72652.0,119895.0,1.65,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2014,2014 - 2015,Whole Year,All Crops,67238.0,279126.0,4.15,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2015,2015 - 2016,Whole Year,All Crops,73625.0,258976.0,3.52,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2016,2016 - 2017,Whole Year,All Crops,69142.0,73659.0,1.07,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2017,2017 - 2018,Whole Year,All Crops,85681.0,171646.0,2.0,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2018,2018 - 2019,Whole Year,All Crops,74925.0,196828.0,2.63,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2019,2019 - 2020,Whole Year,All Crops,87809.0,273188.0,3.11,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2020,2020 - 2021,Whole Year,All Crops,91941.0,209252.0,2.28,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2021,2021 - 2022,Whole Year,All Crops,109299.0,324016.0,2.96,"DES Area, Production & Yield Query Report"
Tamil Nadu,Pudukkottai,2022,2022 - 2023,Whole Year,All Crops,101039.0,354955.0,3.51,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2013,2013 - 2014,Whole Year,All Crops,114981.0,33928.0,0.3,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2014,2014 - 2015,Whole Year,All Crops,116867.0,423162.0,3.62,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2015,2015 - 2016,Whole Year,All Crops,116582.0,303463.0,2.6,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2016,2016 - 2017,Whole Year,All Crops,121849.0,244.0,0.0,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2017,2017 - 2018,Whole Year,All Crops,126643.0,35967.0,0.28,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2018,2018 - 2019,Whole Year,All Crops,125617.0,55397.0,0.44,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2019,2019 - 2020,Whole Year,All Crops,127288.0,321481.0,2.53,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2020,2020 - 2021,Whole Year,All Crops,133847.0,349191.0,2.61,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2021,2021 - 2022,Whole Year,All Crops,136340.0,316868.0,2.32,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ramanathapuram,2022,2022 - 2023,Whole Year,All Crops,134571.0,117722.0,0.87,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ranipet,2020,2020 - 2021,Whole Year,All Crops,37472.0,167675.0,4.47,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ranipet,2021,2021 - 2022,Whole Year,All Crops,44465.0,174873.0,3.93,"DES Area, Production & Yield Query Report"
Tamil Nadu,Ranipet,2022,2022 - 2023,Whole Year,All Crops,43603.0,179239.0,4.11,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2013,2013 - 2014,Whole Year,All Crops,20148.0,97052.0,4.82,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2014,2014 - 2015,Whole Year,All Crops,19343.0,102748.0,5.31,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2015,2015 - 2016,Whole Year,All Crops,24714.0,122541.0,4.96,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2016,2016 - 2017,Whole Year,All Crops,5024.0,18415.0,3.67,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2017,2017 - 2018,Whole Year,All Crops,18683.0,94735.0,5.07,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2018,2018 - 2019,Whole Year,All Crops,9753.0,37371.0,3.83,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2019,2019 - 2020,Whole Year,All Crops,19590.0,84593.0,4.32,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2020,2020 - 2021,Whole Year,All Crops,29008.0,118618.0,4.09,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2021,2021 - 2022,Whole Year,All Crops,25728.0,119917.0,4.66,"DES Area, Production & Yield Query Report"
Tamil Nadu,Salem,2022,2022 - 2023,Whole Year,All Crops,24299.0,99983.0,4.11,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2013,2013 - 2014,Whole Year,All Crops,65447.0,46084.0,0.7,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2014,2014 - 2015,Whole Year,All Crops,65087.0,224876.0,3.46,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2015,2015 - 2016,Whole Year,All Crops,67207.0,189480.0,2.82,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2016,2016 - 2017,Whole Year,All Crops,65207.0,42855.0,0.66,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2017,2017 - 2018,Whole Year,All Crops,72150.0,64516.0,0.89,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2018,2018 - 2019,Whole Year,All Crops,63492.0,41283.0,0.65,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2019,2019 - 2020,Whole Year,All Crops,70371.0,188316.0,2.68,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2020,2020 - 2021,Whole Year,All Crops,77917.0,195530.0,2.51,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2021,2021 - 2022,Whole Year,All Crops,84041.0,227249.0,2.7,"DES Area, Production & Yield Query Report"
Tamil Nadu,Sivaganga,2022,2022 - 2023,Whole Year,All Crops,82386.0,213835.0,2.6,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2013,2013 - 2014,Whole Year,All Crops,167289.0,831483.0,4.97,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2014,2014 - 2015,Whole Year,All Crops,177756.0,696193.0,3.92,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2015,2015 - 2016,Whole Year,All Crops,177426.0,636999.0,3.59,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2016,2016 - 2017,Whole Year,All Crops,147193.0,410117.0,2.79,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2017,2017 - 2018,Whole Year,All Crops,170697.0,668508.0,3.92,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2018,2018 - 2019,Whole Year,All Crops,185585.0,683424.0,3.68,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2019,2019 - 2020,Whole Year,All Crops,192231.0,715112.0,3.72,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2020,2020 - 2021,Whole Year,All Crops,213796.0,604439.0,2.83,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2021,2021 - 2022,Whole Year,All Crops,218722.0,874130.0,4.0,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thanjavur,2022,2022 - 2023,Whole Year,All Crops,225837.0,837607.0,3.71,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2013,2013 - 2014,Whole Year,All Crops,328.0,1420.0,4.33,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2014,2014 - 2015,Whole Year,All Crops,32.0,150.0,4.69,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2015,2015 - 2016,Whole Year,All Crops,318.0,1418.0,4.46,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2016,2016 - 2017,Whole Year,All Crops,243.0,1043.0,4.29,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2017,2017 - 2018,Whole Year,All Crops,239.0,921.0,3.85,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2018,2018 - 2019,Whole Year,All Crops,207.0,888.0,4.29,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2019,2019 - 2020,Whole Year,All Crops,170.0,698.0,4.11,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2020,2020 - 2021,Whole Year,All Crops,180.0,782.0,4.34,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2021,2021 - 2022,Whole Year,All Crops,159.0,649.0,4.08,"DES Area, Production & Yield Query Report"
Tamil Nadu,The nilgiris,2022,2022 - 2023,Whole Year,All Crops,91.0,349.0,3.84,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2013,2013 - 2014,Whole Year,All Crops,12499.0,50813.0,4.07,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2014,2014 - 2015,Whole Year,All Crops,13842.0,71903.0,5.19,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2015,2015 - 2016,Whole Year,All Crops,14631.0,79374.0,5.43,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2016,2016 - 2017,Whole Year,All Crops,6210.0,37442.0,6.03,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2017,2017 - 2018,Whole Year,All Crops,7055.0,37257.0,5.28,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2018,2018 - 2019,Whole Year,All Crops,13501.0,70142.0,5.2,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2019,2019 - 2020,Whole Year,All Crops,8930.0,36668.0,4.11,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2020,2020 - 2021,Whole Year,All Crops,10277.0,43742.0,4.26,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2021,2021 - 2022,Whole Year,All Crops,13302.0,52394.0,3.94,"DES Area, Production & Yield Query Report"
Tamil Nadu,Theni,2022,2022 - 2023,Whole Year,All Crops,13048.0,48555.0,3.72,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thenkasi,2020,2020 - 2021,Whole Year,All Crops,35151.0,136406.0,3.88,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thenkasi,2021,2021 - 2022,Whole Year,All Crops,46519.0,170948.0,3.67,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thenkasi,2022,2022 - 2023,Whole Year,All Crops,35760.0,133878.0,3.74,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2013,2013 - 2014,Whole Year,All Crops,95827.0,451522.0,4.71,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2014,2014 - 2015,Whole Year,All Crops,96348.0,426203.0,4.42,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2015,2015 - 2016,Whole Year,All Crops,101396.0,333203.0,3.29,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2016,2016 - 2017,Whole Year,All Crops,96967.0,297131.0,3.06,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2017,2017 - 2018,Whole Year,All Crops,102609.0,412852.0,4.02,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2018,2018 - 2019,Whole Year,All Crops,88873.0,380878.0,4.29,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2019,2019 - 2020,Whole Year,All Crops,96609.0,419727.0,4.34,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2020,2020 - 2021,Whole Year,All Crops,101111.0,405659.0,4.01,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2021,2021 - 2022,Whole Year,All Crops,103712.0,350212.0,3.38,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvallur,2022,2022 - 2023,Whole Year,All Crops,101607.0,384279.0,3.78,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2013,2013 - 2014,Whole Year,All Crops,174366.0,820538.0,4.71,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2014,2014 - 2015,Whole Year,All Crops,192615.0,852925.0,4.43,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2015,2015 - 2016,Whole Year,All Crops,194743.0,666958.0,3.42,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2016,2016 - 2017,Whole Year,All Crops,186958.0,332913.0,1.78,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2017,2017 - 2018,Whole Year,All Crops,180999.0,699921.0,3.87,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2018,2018 - 2019,Whole Year,All Crops,188709.0,656436.0,3.48,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2019,2019 - 2020,Whole Year,All Crops,180900.0,659279.0,3.64,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2020,2020 - 2021,Whole Year,All Crops,194859.0,549771.0,2.82,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2021,2021 - 2022,Whole Year,All Crops,205795.0,753071.0,3.66,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thiruvarur,2022,2022 - 2023,Whole Year,All Crops,218109.0,737493.0,3.38,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2013,2013 - 2014,Whole Year,All Crops,11730.0,55451.0,4.73,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2014,2014 - 2015,Whole Year,All Crops,16281.0,84111.0,5.17,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2015,2015 - 2016,Whole Year,All Crops,18556.0,74558.0,4.02,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2016,2016 - 2017,Whole Year,All Crops,4808.0,15683.0,3.26,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2017,2017 - 2018,Whole Year,All Crops,13686.0,60950.0,4.45,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2018,2018 - 2019,Whole Year,All Crops,14209.0,56652.0,3.99,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2019,2019 - 2020,Whole Year,All Crops,15519.0,57507.0,3.71,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2020,2020 - 2021,Whole Year,All Crops,16452.0,60172.0,3.66,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2021,2021 - 2022,Whole Year,All Crops,19616.0,73521.0,3.75,"DES Area, Production & Yield Query Report"
Tamil Nadu,Thoothukudi,2022,2022 - 2023,Whole Year,All Crops,12833.0,53193.0,4.15,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2013,2013 - 2014,Whole Year,All Crops,48050.0,226632.0,4.72,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2014,2014 - 2015,Whole Year,All Crops,51272.0,240199.0,4.68,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2015,2015 - 2016,Whole Year,All Crops,58571.0,244213.0,4.17,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2016,2016 - 2017,Whole Year,All Crops,27068.0,76591.0,2.83,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2017,2017 - 2018,Whole Year,All Crops,46623.0,238334.0,5.11,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2018,2018 - 2019,Whole Year,All Crops,44261.0,233713.0,5.28,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2019,2019 - 2020,Whole Year,All Crops,49623.0,210142.0,4.23,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2020,2020 - 2021,Whole Year,All Crops,54276.0,199733.0,3.68,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2021,2021 - 2022,Whole Year,All Crops,65100.0,239198.0,3.67,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruchirappalli,2022,2022 - 2023,Whole Year,All Crops,68229.0,254475.0,3.73,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2013,2013 - 2014,Whole Year,All Crops,62281.0,362994.0,5.83,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2014,2014 - 2015,Whole Year,All Crops,84824.0,433217.0,5.11,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2015,2015 - 2016,Whole Year,All Crops,98506.0,488445.0,4.96,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2016,2016 - 2017,Whole Year,All Crops,29881.0,105193.0,3.52,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2017,2017 - 2018,Whole Year,All Crops,63312.0,294206.0,4.65,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2018,2018 - 2019,Whole Year,All Crops,82983.0,362006.0,4.36,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2019,2019 - 2020,Whole Year,All Crops,79209.0,315368.0,3.98,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2020,2020 - 2021,Whole Year,All Crops,39776.0,176962.0,4.45,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2021,2021 - 2022,Whole Year,All Crops,52720.0,217504.0,4.13,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirunelveli,2022,2022 - 2023,Whole Year,All Crops,34390.0,142984.0,4.16,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirupathur,2020,2020 - 2021,Whole Year,All Crops,6161.0,20785.0,3.37,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirupathur,2021,2021 - 2022,Whole Year,All Crops,10515.0,38610.0,3.67,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tirupathur,2022,2022 - 2023,Whole Year,All Crops,9723.0,42420.0,4.36,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2013,2013 - 2014,Whole Year,All Crops,7511.0,43377.0,5.78,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2014,2014 - 2015,Whole Year,All Crops,10776.0,61916.0,5.75,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2015,2015 - 2016,Whole Year,All Crops,10645.0,48167.0,4.52,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2016,2016 - 2017,Whole Year,All Crops,1703.0,6422.0,3.77,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2017,2017 - 2018,Whole Year,All Crops,7617.0,42754.0,5.61,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2018,2018 - 2019,Whole Year,All Crops,10407.0,52001.0,5.0,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2019,2019 - 2020,Whole Year,All Crops,9849.0,47760.0,4.85,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2020,2020 - 2021,Whole Year,All Crops,10544.0,45559.0,4.32,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2021,2021 - 2022,Whole Year,All Crops,11578.0,49890.0,4.31,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruppur,2022,2022 - 2023,Whole Year,All Crops,10402.0,45462.0,4.37,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2013,2013 - 2014,Whole Year,All Crops,82625.0,359403.0,4.35,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2014,2014 - 2015,Whole Year,All Crops,93130.0,439225.0,4.72,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2015,2015 - 2016,Whole Year,All Crops,138880.0,550738.0,3.97,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2016,2016 - 2017,Whole Year,All Crops,78149.0,291303.0,3.73,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2017,2017 - 2018,Whole Year,All Crops,161709.0,704247.0,4.36,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2018,2018 - 2019,Whole Year,All Crops,97047.0,390790.0,4.03,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2019,2019 - 2020,Whole Year,All Crops,161679.0,689469.0,4.26,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2020,2020 - 2021,Whole Year,All Crops,170608.0,714278.0,4.19,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2021,2021 - 2022,Whole Year,All Crops,184422.0,675536.0,3.66,"DES Area, Production & Yield Query Report"
Tamil Nadu,Tiruvannamalai,2022,2022 - 2023,Whole Year,All Crops,170693.0,646058.0,3.78,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2013,2013 - 2014,Whole Year,All Crops,39366.0,192496.0,4.89,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2014,2014 - 2015,Whole Year,All Crops,36583.0,194725.0,5.32,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2015,2015 - 2016,Whole Year,All Crops,51771.0,202224.0,3.91,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2016,2016 - 2017,Whole Year,All Crops,44570.0,187013.0,4.2,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2017,2017 - 2018,Whole Year,All Crops,54938.0,255173.0,4.64,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2018,2018 - 2019,Whole Year,All Crops,40637.0,186726.0,4.59,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2019,2019 - 2020,Whole Year,All Crops,45569.0,204614.0,4.49,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2020,2020 - 2021,Whole Year,All Crops,8221.0,35798.0,4.35,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2021,2021 - 2022,Whole Year,All Crops,9677.0,37319.0,3.86,"DES Area, Production & Yield Query Report"
Tamil Nadu,Vellore,2022,2022 - 2023,Whole Year,All Crops,9758.0,36653.0,3.76,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2013,2013 - 2014,Whole Year,All Crops,170443.0,796608.0,4.67,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2014,2014 - 2015,Whole Year,All Crops,171478.0,832585.0,4.86,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2015,2015 - 2016,Whole Year,All Crops,182303.0,773313.0,4.24,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2016,2016 - 2017,Whole Year,All Crops,95560.0,354198.0,3.71,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2017,2017 - 2018,Whole Year,All Crops,163632.0,703285.0,4.3,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2018,2018 - 2019,Whole Year,All Crops,110521.0,496173.0,4.49,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2019,2019 - 2020,Whole Year,All Crops,163293.0,681883.0,4.18,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2020,2020 - 2021,Whole Year,All Crops,101654.0,403390.0,3.97,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2021,2021 - 2022,Whole Year,All Crops,116855.0,422769.0,3.62,"DES Area, Production & Yield Query Report"
Tamil Nadu,Villupuram,2022,2022 - 2023,Whole Year,All Crops,102577.0,384233.0,3.75,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2013,2013 - 2014,Whole Year,All Crops,16470.0,68146.0,4.14,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2014,2014 - 2015,Whole Year,All Crops,19610.0,81406.0,4.15,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2015,2015 - 2016,Whole Year,All Crops,28607.0,100607.0,3.52,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2016,2016 - 2017,Whole Year,All Crops,13826.0,15883.0,1.15,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2017,2017 - 2018,Whole Year,All Crops,18543.0,70470.0,3.8,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2018,2018 - 2019,Whole Year,All Crops,20238.0,69963.0,3.46,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2019,2019 - 2020,Whole Year,All Crops,24492.0,82781.0,3.38,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2020,2020 - 2021,Whole Year,All Crops,27500.0,95707.0,3.48,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2021,2021 - 2022,Whole Year,All Crops,28965.0,87293.0,3.01,"DES Area, Production & Yield Query Report"
Tamil Nadu,Virudhunagar,2022,2022 - 2023,Whole Year,All Crops,28274.0,93991.0,3.32,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2013,2013 - 2014,Whole Year,All Crops,90693.0,248911.0,2.74,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2014,2014 - 2015,Whole Year,All Crops,50080.0,126126.0,2.52,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2015,2015 - 2016,Whole Year,All Crops,57504.0,151596.0,2.64,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2016,2016 - 2017,Whole Year,All Crops,1259.0,3284.0,2.61,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2017,2017 - 2018,Whole Year,All Crops,571.0,1388.0,2.43,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2018,2018 - 2019,Whole Year,All Crops,427.0,1365.0,3.2,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2019,2019 - 2020,Whole Year,All Crops,705.0,2579.0,3.66,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2020,2020 - 2021,Whole Year,All Crops,1056.0,3275.0,3.1,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2021,2021 - 2022,Whole Year,All Crops,832.0,2750.0,3.31,"DES Area, Production & Yield Query Report"
Telangana,Adilabad,2022,2022 - 2023,Whole Year,All Crops,868.0,3026.0,3.49,"DES Area, Production & Yield Query Report"
Telangana,Bhadradri,2016,2016 - 2017,Whole Year,All Crops,53393.0,191763.0,3.59,"DES Area, Production & Yield Query Report"
Telangana,Bhadradri,2017,2017 - 2018,Whole Year,All Crops,54230.0,172384.0,3.18,"DES Area, Production & Yield Query Report"
Telangana,Bhadradri,2018,2018 - 2019,Whole Year,All Crops,53657.0,181780.0,3.39,"DES Area, Production & Yield Query Report"
Telangana,Bhadradri,2019,2019 - 2020,Whole Year,All Crops,80683.0,287393.0,3.56,"DES Area, Production & Yield Query Report"
Telangana,Bhadradri,2020,2020 - 2021,Whole Year,All Crops,91310.0,244223.0,2.67,"DES Area, Production & Yield Query Report"
Telangana,Bhadradri,2021,2021 - 2022,Whole Year,All Crops,79283.0,252297.0,3.18,"DES Area, Production & Yield Query Report"
